Country,Age,Gender,Customer_Segment,Date,Year,Month,Total_Purchases,Total_Amount,Product_Category,Product_Brand,Product_Type,Payment_Method,Month_Name,Avg_Order_Value,Total_Amount_M,Age_Group
UK,21.0,Female,New,2023-08-30,2023,8,6.0,1043.771284,Home Decor,Home Depot,Furniture,PayPal,Aug,173.96188066666664,0.001043771284,18-25
Australia,46.0,Male,Premium,2023-11-21,2023,11,1.0,111.1439933,Clothing,Adidas,Shoes,Cash,Nov,111.1439933,0.00011114399330000001,36-50
USA,27.0,Female,New,2023-09-27,2023,9,1.0,394.3564368,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Cash,Sep,394.3564368,0.0003943564368,26-35
USA,19.0,Male,New,2023-03-14,2023,3,4.0,1706.843132,Books,Random House,Fiction,Debit Card,Mar,426.710783,0.001706843132,18-25
UK,24.0,Male,Regular,2023-12-26,2023,12,5.0,305.7706315,Books,Penguin Books,Non-Fiction,PayPal,Dec,61.154126299999994,0.0003057706315,18-25
USA,34.0,Male,New,2023-06-22,2023,6,3.0,671.81346,Grocery,Pepsi,Water,Debit Card,Jun,223.93782,0.00067181346,26-35
UK,26.0,Male,Regular,2023-11-26,2023,11,10.0,1600.344218,Electronics,Whirepool,Fridge,Debit Card,Nov,160.0344218,0.0016003442179999999,26-35
USA,20.0,Female,Premium,2024-02-29,2024,2,5.0,1320.788816,Electronics,Apple,Smartphone,Credit Card,Feb,264.1577632,0.001320788816,18-25
USA,26.0,Male,Regular,2024-02-13,2024,2,9.0,3588.672686,Electronics,Sony,Smartphone,Credit Card,Feb,398.74140955555555,0.003588672686,26-35
USA,31.0,Female,Premium,2023-10-20,2023,10,3.0,199.8315708,Grocery,Nestle,Chocolate,Cash,Oct,66.61052360000001,0.00019983157080000002,26-35
USA,23.0,Male,Regular,2023-03-26,2023,3,4.0,928.6868684,Clothing,Zara,Shirt,Credit Card,Mar,232.1717171,0.0009286868684,18-25
UK,53.0,Male,Premium,2023-09-20,2023,9,3.0,1251.63893,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Credit Card,Sep,417.2129766666667,0.00125163893,50+
Canada,33.0,Female,New,2023-04-14,2023,4,1.0,315.6045249,Electronics,Apple,Tablet,Credit Card,Apr,315.6045249,0.0003156045249,26-35
USA,23.0,Female,Regular,2023-07-25,2023,7,4.0,1420.398312,Electronics,Sony,Headphones,Credit Card,Jul,355.099578,0.001420398312,18-25
Australia,29.0,Male,Regular,2023-03-16,2023,3,5.0,2206.995056,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Cash,Mar,441.3990112,0.002206995056,26-35
UK,54.0,Male,Regular,2023-07-20,2023,7,7.0,1588.71324,Home Decor,Home Depot,Tools,Credit Card,Jul,226.9590342857143,0.00158871324,50+
UK,68.0,Female,New,2023-03-17,2023,3,8.0,3796.865447,Books,HarperCollins,Thriller,PayPal,Mar,474.608180875,0.0037968654470000003,50+
UK,70.0,Male,Regular,2023-04-20,2023,4,9.0,855.3161681,Grocery,Pepsi,Juice,PayPal,Apr,95.0351297888889,0.0008553161681,50+
UK,20.0,Female,Premium,2023-06-24,2023,6,3.0,801.155482,Home Decor,Home Depot,Decorations,Credit Card,Jun,267.05182733333334,0.000801155482,18-25
USA,36.0,Male,Regular,2023-10-28,2023,10,5.0,1707.840661,Grocery,Coca-Cola,Water,Credit Card,Oct,341.5681322,0.001707840661,36-50
Canada,22.0,Female,Regular,2023-12-23,2023,12,4.0,44.54871726,Grocery,Pepsi,Water,Debit Card,Dec,11.137179315,4.454871726e-05,18-25
USA,46.0,Male,New,2023-09-26,2023,9,7.0,2337.938655,Home Decor,IKEA,Decorations,Debit Card,Sep,333.9912364285714,0.002337938655,36-50
Germany,24.0,Male,Premium,2023-12-19,2023,12,4.0,268.5322637,Home Decor,Home Depot,Decorations,Credit Card,Dec,67.133065925,0.00026853226369999997,18-25
Australia,43.0,Female,Premium,2023-07-22,2023,7,3.0,1336.558142,Electronics,Samsung,Television,Credit Card,Jul,445.5193806666667,0.0013365581420000001,36-50
UK,43.0,Male,Premium,2023-09-22,2023,9,10.0,3266.116633,Home Decor,Bed Bath & Beyond,Bathroom,Debit Card,Sep,326.61166330000003,0.003266116633,36-50
Canada,20.0,Male,New,2023-08-30,2023,8,8.0,854.0237211,Grocery,Pepsi,Juice,PayPal,Aug,106.7529651375,0.0008540237211,18-25
Germany,25.0,Male,Premium,2023-08-23,2023,8,1.0,275.5098799,Books,Random House,Non-Fiction,PayPal,Aug,275.5098799,0.0002755098799,18-25
Canada,49.0,Female,New,2024-01-26,2024,1,10.0,1705.347346,Grocery,Coca-Cola,Soft Drink,Credit Card,Jan,170.5347346,0.001705347346,36-50
UK,33.0,Female,Regular,2023-05-30,2023,5,8.0,1315.116739,Home Decor,IKEA,Decorations,Cash,May,164.389592375,0.0013151167390000002,26-35
UK,46.0,Male,Premium,2023-06-27,2023,6,2.0,826.3246301,Books,HarperCollins,Thriller,Credit Card,Jun,413.16231505,0.0008263246301000001,36-50
Australia,53.0,Male,Regular,2023-08-25,2023,8,10.0,2148.058693,Electronics,Samsung,Smartphone,PayPal,Aug,214.80586929999998,0.002148058693,50+
Canada,20.0,Male,New,2023-11-21,2023,11,3.0,1038.905016,Electronics,Samsung,Tablet,Credit Card,Nov,346.301672,0.0010389050159999998,18-25
USA,20.0,Female,Regular,2023-12-27,2023,12,8.0,3606.798781,Clothing,Adidas,T-shirt,PayPal,Dec,450.849847625,0.003606798781,18-25
USA,34.0,Female,Regular,2023-10-15,2023,10,6.0,1995.152932,Grocery,Pepsi,Water,PayPal,Oct,332.52548866666666,0.0019951529319999998,26-35
USA,23.0,Female,Regular,2023-09-27,2023,9,9.0,1320.723999,Books,Random House,Literature,Debit Card,Sep,146.74711100000002,0.0013207239990000001,18-25
Australia,20.0,Male,Regular,2023-12-13,2023,12,3.0,938.3668892,Books,Penguin Books,Children's,Debit Card,Dec,312.78896306666667,0.0009383668891999999,18-25
Canada,57.0,Male,New,2023-05-15,2023,5,6.0,2974.889373,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Credit Card,May,495.8148955,0.002974889373,50+
USA,21.0,Female,Regular,2023-06-30,2023,6,4.0,1243.698881,Clothing,Nike,Shorts,PayPal,Jun,310.92472025,0.001243698881,18-25
Germany,46.0,Male,Premium,2023-09-17,2023,9,3.0,1442.578119,Books,HarperCollins,Thriller,Debit Card,Sep,480.859373,0.001442578119,36-50
Germany,46.0,Female,Premium,2023-11-20,2023,11,10.0,1713.536828,Books,Random House,Fiction,Debit Card,Nov,171.3536828,0.001713536828,36-50
Germany,32.0,Female,New,2023-12-26,2023,12,6.0,508.6580897,Clothing,Zara,Shirt,Debit Card,Dec,84.77634828333333,0.0005086580897,26-35
Germany,61.0,Male,Premium,2023-11-17,2023,11,3.0,1435.93859,Books,Random House,Literature,Cash,Nov,478.64619666666664,0.00143593859,50+
Australia,26.0,Male,Regular,2023-06-24,2023,6,1.0,209.3906363,Electronics,Samsung,Television,Credit Card,Jun,209.3906363,0.00020939063630000002,26-35
Australia,20.0,Female,New,2023-03-28,2023,3,3.0,1452.320547,Home Decor,Bed Bath & Beyond,Bathroom,Debit Card,Mar,484.106849,0.001452320547,18-25
Germany,40.0,Male,New,2023-06-24,2023,6,10.0,1963.195795,Books,Penguin Books,Non-Fiction,Credit Card,Jun,196.3195795,0.001963195795,36-50
Germany,66.0,Female,New,2023-05-23,2023,5,3.0,1162.795249,Clothing,Zara,Shirt,Cash,May,387.5984163333333,0.001162795249,50+
Germany,46.0,Female,Regular,2023-05-28,2023,5,4.0,1589.900607,Grocery,Pepsi,Water,Cash,May,397.47515175,0.001589900607,36-50
Canada,22.0,Female,Regular,2023-07-21,2023,7,10.0,3021.156446,Books,HarperCollins,Fiction,PayPal,Jul,302.1156446,0.003021156446,18-25
UK,19.0,Female,Regular,2023-07-27,2023,7,2.0,735.3431589,Grocery,Pepsi,Water,Credit Card,Jul,367.67157945,0.0007353431589000001,18-25
Australia,61.0,Male,Premium,2023-06-23,2023,6,8.0,1906.013915,Grocery,Coca-Cola,Water,Cash,Jun,238.251739375,0.001906013915,50+
USA,37.0,Male,Regular,2023-12-15,2023,12,9.0,1735.156531,Grocery,Pepsi,Juice,Debit Card,Dec,192.79517011111113,0.0017351565310000001,36-50
UK,20.0,Female,New,2024-01-29,2024,1,3.0,226.4672462,Books,Random House,Non-Fiction,Debit Card,Jan,75.48908206666667,0.0002264672462,18-25
USA,29.0,Male,Premium,2024-02-27,2024,2,4.0,1285.214779,Home Decor,IKEA,Furniture,PayPal,Feb,321.30369475,0.001285214779,26-35
UK,55.0,Female,Premium,2023-04-30,2023,4,4.0,148.8854675,Books,Random House,Literature,Credit Card,Apr,37.221366875,0.0001488854675,50+
Canada,26.0,Male,Regular,2023-05-16,2023,5,5.0,2361.123789,Electronics,Whirepool,Fridge,Debit Card,May,472.2247578,0.002361123789,26-35
USA,23.0,Female,Regular,2024-02-24,2024,2,3.0,735.2302098,Electronics,Samsung,Tablet,PayPal,Feb,245.0767366,0.0007352302098,18-25
USA,19.0,Male,New,2023-09-16,2023,9,8.0,759.9163951,Clothing,Adidas,Shoes,Cash,Sep,94.9895493875,0.0007599163951,18-25
Germany,26.0,Female,Premium,2023-09-15,2023,9,7.0,1921.89245,Grocery,Pepsi,Water,Debit Card,Sep,274.5560642857143,0.00192189245,26-35
Germany,24.0,Male,New,2024-02-22,2024,2,1.0,355.6759709,Books,Penguin Books,Non-Fiction,Credit Card,Feb,355.6759709,0.0003556759709,18-25
UK,19.0,Male,Regular,2023-05-23,2023,5,3.0,199.4588301,Electronics,Sony,Headphones,Credit Card,May,66.4862767,0.0001994588301,18-25
Germany,48.0,Male,Premium,2024-01-21,2024,1,1.0,20.90908637,Books,Penguin Books,Non-Fiction,Cash,Jan,20.90908637,2.090908637e-05,36-50
USA,26.0,Male,Premium,2023-04-22,2023,4,9.0,2857.078297,Clothing,Adidas,T-shirt,Credit Card,Apr,317.4531441111111,0.002857078297,26-35
Germany,48.0,Male,Regular,2023-07-22,2023,7,4.0,50.48702482,Home Decor,IKEA,Furniture,Debit Card,Jul,12.621756205,5.0487024820000005e-05,36-50
USA,26.0,Male,Regular,2023-06-29,2023,6,2.0,54.91309001,Electronics,Whirepool,Fridge,PayPal,Jun,27.456545005,5.491309001e-05,26-35
USA,22.0,Male,New,2023-09-18,2023,9,6.0,1788.699794,Grocery,Nestle,Snacks,Debit Card,Sep,298.11663233333337,0.001788699794,18-25
USA,20.0,Female,New,2023-11-16,2023,11,3.0,553.9288696,Electronics,Sony,Smartphone,Credit Card,Nov,184.64295653333332,0.0005539288695999999,18-25
Canada,20.0,Female,Regular,2023-08-17,2023,8,3.0,1404.771179,Clothing,Zara,Shirt,Credit Card,Aug,468.2570596666667,0.0014047711790000001,18-25
UK,26.0,Male,Regular,2024-01-24,2024,1,6.0,1467.832392,Electronics,Whirepool,Fridge,Credit Card,Jan,244.638732,0.001467832392,26-35
Canada,25.0,Male,New,2023-11-23,2023,11,6.0,1502.218157,Clothing,Zara,Dress,Debit Card,Nov,250.36969283333335,0.001502218157,18-25
UK,24.0,Female,Regular,2023-06-17,2023,6,5.0,1203.307574,Electronics,Samsung,Smartphone,Credit Card,Jun,240.6615148,0.001203307574,18-25
UK,54.0,Male,New,2023-05-18,2023,5,4.0,1314.176617,Books,Penguin Books,Children's,Cash,May,328.54415425,0.0013141766170000002,50+
USA,20.0,Male,Premium,2023-07-20,2023,7,9.0,819.4546497,Electronics,Samsung,Television,Credit Card,Jul,91.05051663333333,0.0008194546497,18-25
USA,26.0,Female,Regular,2023-06-29,2023,6,10.0,3492.482488,Home Decor,Bed Bath & Beyond,Bathroom,PayPal,Jun,349.2482488,0.003492482488,26-35
USA,20.0,Female,New,2023-03-20,2023,3,1.0,421.9316485,Grocery,Coca-Cola,Juice,Credit Card,Mar,421.9316485,0.0004219316485,18-25
USA,23.0,Female,Regular,2023-06-18,2023,6,9.0,958.9666104,Electronics,Sony,Television,Cash,Jun,106.55184560000001,0.0009589666104000001,18-25
USA,38.0,Male,Regular,2023-11-26,2023,11,1.0,211.7031904,Grocery,Nestle,Snacks,Cash,Nov,211.7031904,0.0002117031904,36-50
Canada,46.0,Male,Regular,2023-06-22,2023,6,6.0,572.1219994,Home Decor,IKEA,Lighting,Cash,Jun,95.35366656666667,0.0005721219994,36-50
USA,23.0,Male,Regular,2023-03-14,2023,3,6.0,1841.36317,Clothing,Nike,Shorts,Debit Card,Mar,306.8938616666667,0.0018413631700000001,18-25
Australia,20.0,Female,New,2024-01-20,2024,1,10.0,1639.115229,Clothing,Nike,Shoes,Debit Card,Jan,163.9115229,0.001639115229,18-25
USA,25.0,Female,New,2023-10-15,2023,10,4.0,1921.488424,Electronics,Apple,Laptop,Debit Card,Oct,480.372106,0.0019214884239999999,18-25
USA,20.0,Female,Regular,2024-02-13,2024,2,1.0,355.2025178,Electronics,Apple,Tablet,PayPal,Feb,355.2025178,0.0003552025178,18-25
USA,20.0,Male,New,2023-09-17,2023,9,5.0,2009.435915,Clothing,Adidas,Jacket,Debit Card,Sep,401.887183,0.002009435915,18-25
UK,22.0,Male,Regular,2024-02-20,2024,2,6.0,1599.189113,Clothing,Adidas,Jacket,Debit Card,Feb,266.53151883333334,0.001599189113,18-25
Australia,46.0,Male,New,2023-03-15,2023,3,7.0,3391.448984,Home Decor,Bed Bath & Beyond,Bedding,Cash,Mar,484.49271200000004,0.003391448984,36-50
Australia,26.0,Male,Premium,2023-05-17,2023,5,1.0,349.7744126,Electronics,Sony,Headphones,Credit Card,May,349.7744126,0.0003497744126,26-35
UK,19.0,Male,Regular,2023-10-31,2023,10,10.0,2994.00569,Books,Penguin Books,Non-Fiction,Debit Card,Oct,299.400569,0.00299400569,18-25
Canada,45.0,Male,Premium,2023-07-14,2023,7,5.0,1056.735984,Clothing,Zara,Dress,Credit Card,Jul,211.34719679999998,0.001056735984,36-50
USA,23.0,Male,Regular,2024-02-27,2024,2,1.0,260.3438599,Books,Random House,Literature,Debit Card,Feb,260.3438599,0.00026034385989999996,18-25
Germany,22.0,Male,Regular,2023-09-16,2023,9,1.0,223.8706819,Grocery,Coca-Cola,Soft Drink,PayPal,Sep,223.8706819,0.0002238706819,18-25
Australia,52.0,Male,New,2023-03-28,2023,3,4.0,1428.244793,Home Decor,IKEA,Lighting,Cash,Mar,357.06119825,0.001428244793,50+
Germany,46.0,Male,New,2024-02-27,2024,2,8.0,2334.783256,Grocery,Coca-Cola,Juice,Credit Card,Feb,291.847907,0.0023347832560000003,36-50
UK,68.0,Male,Regular,2023-10-16,2023,10,8.0,917.9203272,Grocery,Pepsi,Soft Drink,Credit Card,Oct,114.7400409,0.0009179203272,50+
UK,19.0,Male,Regular,2023-12-27,2023,12,9.0,1972.273569,Grocery,Nestle,Chocolate,Debit Card,Dec,219.14150766666666,0.001972273569,18-25
Australia,43.0,Female,New,2023-04-21,2023,4,7.0,1837.04547,Home Decor,Home Depot,Decorations,Cash,Apr,262.4350671428571,0.0018370454700000001,36-50
UK,59.0,Male,Premium,2024-01-22,2024,1,4.0,466.4201535,Clothing,Nike,T-shirt,Debit Card,Jan,116.605038375,0.00046642015350000003,50+
Canada,31.0,Male,Premium,2023-06-23,2023,6,9.0,235.6941886,Home Decor,Home Depot,Furniture,Debit Card,Jun,26.188243177777778,0.00023569418859999998,26-35
Australia,69.0,Female,Premium,2023-08-31,2023,8,2.0,937.5954432,Home Decor,IKEA,Decorations,Cash,Aug,468.7977216,0.0009375954432,50+
Australia,46.0,Female,New,2023-06-27,2023,6,5.0,1304.118099,Electronics,Sony,Television,Debit Card,Jun,260.8236198,0.001304118099,36-50
USA,20.0,Female,Premium,2023-12-31,2023,12,5.0,1859.062126,Grocery,Pepsi,Soft Drink,PayPal,Dec,371.8124252,0.001859062126,18-25
UK,46.0,Male,Premium,2023-12-25,2023,12,1.0,423.8311993,Books,HarperCollins,Fiction,Cash,Dec,423.8311993,0.00042383119929999995,36-50
USA,41.0,Male,Regular,2023-12-18,2023,12,1.0,147.8542468,Books,HarperCollins,Non-Fiction,Cash,Dec,147.8542468,0.0001478542468,36-50
USA,46.0,Female,Regular,2023-09-22,2023,9,7.0,3011.30622,Books,Penguin Books,Fiction,PayPal,Sep,430.1866028571429,0.00301130622,36-50
Australia,20.0,Male,New,2024-02-26,2024,2,3.0,595.8666666,Electronics,Sony,Television,Credit Card,Feb,198.6222222,0.0005958666666,18-25
USA,23.0,Female,Regular,2023-09-14,2023,9,8.0,2268.734912,Clothing,Nike,Shoes,Debit Card,Sep,283.591864,0.002268734912,18-25
Australia,48.0,Male,Premium,2024-02-25,2024,2,8.0,2469.262789,Grocery,Pepsi,Water,Credit Card,Feb,308.657848625,0.0024692627889999997,36-50
USA,23.0,Male,Regular,2023-07-15,2023,7,3.0,1254.415114,Books,HarperCollins,Thriller,Credit Card,Jul,418.1383713333333,0.0012544151139999998,18-25
UK,69.0,Male,New,2023-09-13,2023,9,8.0,1314.909146,Electronics,Sony,Smartphone,Debit Card,Sep,164.36364325,0.001314909146,50+
Canada,18.0,Male,Premium,2024-01-29,2024,1,4.0,1269.169097,Clothing,Adidas,T-shirt,Credit Card,Jan,317.29227425,0.001269169097,
USA,26.0,Male,Regular,2024-02-24,2024,2,5.0,443.914553,Clothing,Nike,Shorts,PayPal,Feb,88.78291060000001,0.000443914553,26-35
UK,62.0,Female,Regular,2023-12-15,2023,12,9.0,3391.584115,Clothing,Adidas,Shoes,Cash,Dec,376.84267944444446,0.003391584115,50+
UK,37.0,Female,Regular,2023-08-30,2023,8,7.0,370.0333736,Grocery,Nestle,Coffee,Cash,Aug,52.86191051428572,0.00037003337360000003,36-50
Germany,22.0,Male,Regular,2023-12-19,2023,12,3.0,942.1855486,Electronics,Samsung,Smartphone,PayPal,Dec,314.0618495333333,0.0009421855486,18-25
USA,34.0,Female,New,2023-08-17,2023,8,10.0,1809.766181,Books,Penguin Books,Children's,Credit Card,Aug,180.9766181,0.001809766181,26-35
Canada,46.0,Male,New,2024-02-25,2024,2,6.0,1080.527907,Electronics,BlueStar,BlueStar AC,Credit Card,Feb,180.08798449999998,0.0010805279069999998,36-50
Canada,26.0,Male,Regular,2023-09-13,2023,9,10.0,4015.363514,Electronics,Whirepool,Fridge,Credit Card,Sep,401.5363514,0.004015363514,26-35
Australia,24.0,Female,Regular,2023-08-26,2023,8,8.0,511.1523017,Clothing,Adidas,Jacket,PayPal,Aug,63.8940377125,0.0005111523017,18-25
Australia,66.0,Male,New,2023-07-23,2023,7,2.0,896.7652415,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Credit Card,Jul,448.38262075,0.0008967652415,50+
UK,46.0,Female,Premium,2023-09-27,2023,9,4.0,1582.160291,Grocery,Nestle,Snacks,Cash,Sep,395.54007275,0.001582160291,36-50
USA,23.0,Female,Regular,2023-09-17,2023,9,3.0,676.3027192,Home Decor,IKEA,Furniture,PayPal,Sep,225.43423973333333,0.0006763027192,18-25
Australia,22.0,Male,Regular,2023-05-19,2023,5,3.0,961.239815,Electronics,Samsung,Television,Cash,May,320.4132716666667,0.000961239815,18-25
USA,34.0,Male,New,2023-08-19,2023,8,2.0,997.8652786,Grocery,Pepsi,Water,Debit Card,Aug,498.9326393,0.0009978652786,26-35
UK,46.0,Male,New,2024-01-20,2024,1,1.0,465.8938306,Grocery,Nestle,Coffee,Cash,Jan,465.8938306,0.0004658938306,36-50
UK,22.0,Female,Regular,2023-08-18,2023,8,6.0,945.1549771,Clothing,Zara,Jeans,Debit Card,Aug,157.52582951666668,0.0009451549771,18-25
Germany,46.0,Female,Premium,2023-05-29,2023,5,1.0,309.8730688,Home Decor,IKEA,Lighting,PayPal,May,309.8730688,0.0003098730688,36-50
USA,23.0,Male,New,2023-04-17,2023,4,1.0,305.0930371,Clothing,Zara,Shirt,Debit Card,Apr,305.0930371,0.0003050930371,18-25
UK,30.0,Female,Regular,2023-04-26,2023,4,1.0,101.3826958,Electronics,Sony,Television,PayPal,Apr,101.3826958,0.0001013826958,26-35
USA,66.0,Female,Premium,2023-10-30,2023,10,9.0,371.1377558,Books,Random House,Literature,Debit Card,Oct,41.23752842222222,0.00037113775579999996,50+
Germany,22.0,Female,Regular,2023-05-19,2023,5,3.0,1338.945435,Home Decor,Home Depot,Furniture,Debit Card,May,446.31514500000003,0.001338945435,18-25
Germany,46.0,Male,Regular,2023-04-30,2023,4,3.0,330.7427796,Clothing,Nike,Shoes,Cash,Apr,110.2475932,0.0003307427796,36-50
UK,54.0,Male,New,2024-02-27,2024,2,8.0,1825.680684,Clothing,Adidas,Jacket,Cash,Feb,228.2100855,0.001825680684,50+
USA,20.0,Male,New,2023-03-14,2023,3,10.0,1718.013898,Electronics,Sony,Smartphone,Credit Card,Mar,171.80138979999998,0.0017180138979999999,18-25
Australia,38.0,Female,Regular,2023-11-29,2023,11,9.0,3902.096679,Electronics,Sony,Headphones,Debit Card,Nov,433.5662976666667,0.003902096679,36-50
Germany,49.0,Female,Regular,2023-03-27,2023,3,4.0,1501.726556,Books,Penguin Books,Fiction,Cash,Mar,375.431639,0.001501726556,36-50
Germany,22.0,Male,Regular,2023-08-17,2023,8,7.0,1466.743452,Electronics,Sony,Smartphone,Credit Card,Aug,209.53477885714284,0.0014667434519999999,18-25
UK,24.0,Male,Regular,2023-11-14,2023,11,6.0,326.0464424,Clothing,Nike,Shoes,Credit Card,Nov,54.34107373333333,0.00032604644239999996,18-25
Germany,21.0,Male,New,2024-01-29,2024,1,7.0,761.570208,Clothing,Nike,Shoes,Debit Card,Jan,108.795744,0.000761570208,18-25
UK,21.0,Male,Regular,2023-08-24,2023,8,4.0,964.0246343,Clothing,Adidas,Jacket,PayPal,Aug,241.006158575,0.0009640246343,18-25
Canada,26.0,Male,Regular,2023-07-27,2023,7,8.0,454.9306994,Electronics,Whirepool,Fridge,PayPal,Jul,56.866337425,0.0004549306994,26-35
USA,57.0,Male,Premium,2023-09-30,2023,9,1.0,108.5690387,Clothing,Adidas,Shoes,Cash,Sep,108.5690387,0.00010856903869999999,50+
Germany,61.0,Male,Regular,2024-02-21,2024,2,3.0,499.4664036,Electronics,Samsung,Tablet,Debit Card,Feb,166.48880119999998,0.0004994664035999999,50+
Germany,22.0,Male,Regular,2023-10-27,2023,10,1.0,328.1352475,Home Decor,Bed Bath & Beyond,Kitchen,Cash,Oct,328.1352475,0.0003281352475,18-25
UK,30.0,Female,New,2023-05-14,2023,5,8.0,2131.750332,Books,Penguin Books,Non-Fiction,Debit Card,May,266.4687915,0.002131750332,26-35
USA,23.0,Female,Regular,2023-06-24,2023,6,2.0,203.3736053,Home Decor,Home Depot,Furniture,Debit Card,Jun,101.68680265,0.0002033736053,18-25
USA,45.0,Female,Regular,2023-09-21,2023,9,10.0,2706.713423,Books,Penguin Books,Children's,Credit Card,Sep,270.6713423,0.002706713423,36-50
Canada,58.0,Female,Regular,2023-07-22,2023,7,9.0,3232.751077,Books,Penguin Books,Non-Fiction,Credit Card,Jul,359.1945641111111,0.003232751077,50+
UK,21.0,Female,Regular,2023-08-17,2023,8,8.0,3662.344692,Books,HarperCollins,Non-Fiction,Credit Card,Aug,457.7930865,0.003662344692,18-25
Australia,60.0,Male,New,2023-10-19,2023,10,3.0,425.7094046,Grocery,Nestle,Snacks,Credit Card,Oct,141.90313486666668,0.0004257094046,50+
Germany,37.0,Male,Regular,2023-08-24,2023,8,3.0,441.115512,Books,Penguin Books,Fiction,Cash,Aug,147.03850400000002,0.000441115512,36-50
UK,20.0,Female,Premium,2023-07-31,2023,7,7.0,1502.112102,Home Decor,Bed Bath & Beyond,Bathroom,Debit Card,Jul,214.58744314285715,0.0015021121020000001,18-25
USA,26.0,Male,Regular,2023-06-14,2023,6,1.0,62.6626228,Home Decor,IKEA,Furniture,Credit Card,Jun,62.6626228,6.26626228e-05,26-35
USA,34.0,Male,Regular,2023-05-13,2023,5,8.0,3376.621082,Grocery,Pepsi,Water,Debit Card,May,422.07763525,0.0033766210820000003,26-35
Australia,42.0,Male,New,2023-08-22,2023,8,10.0,4553.353367,Books,Random House,Literature,Cash,Aug,455.33533669999997,0.004553353366999999,36-50
USA,23.0,Male,Regular,2023-08-31,2023,8,6.0,2632.287956,Clothing,Zara,Shirt,Credit Card,Aug,438.7146593333334,0.002632287956,18-25
Australia,60.0,Female,Premium,2023-04-17,2023,4,1.0,69.77121928,Grocery,Coca-Cola,Juice,PayPal,Apr,69.77121928,6.977121928e-05,50+
UK,62.0,Female,New,2024-02-14,2024,2,10.0,4874.970855,Home Decor,IKEA,Decorations,Debit Card,Feb,487.49708549999997,0.004874970855,50+
USA,23.0,Female,Regular,2023-08-24,2023,8,7.0,414.2236653,Clothing,Zara,Jeans,Credit Card,Aug,59.17480932857143,0.0004142236653,18-25
UK,42.0,Male,Premium,2024-01-30,2024,1,4.0,147.679574,Books,Penguin Books,Children's,Cash,Jan,36.9198935,0.000147679574,36-50
USA,23.0,Female,Regular,2023-03-18,2023,3,10.0,3477.446765,Books,Random House,Fiction,Debit Card,Mar,347.7446765,0.0034774467650000003,18-25
USA,26.0,Male,Regular,2023-11-29,2023,11,9.0,304.04046,Electronics,Sony,Smartphone,Credit Card,Nov,33.782273333333336,0.00030404046,26-35
Canada,31.0,Male,Regular,2023-06-17,2023,6,2.0,332.5290877,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Credit Card,Jun,166.26454385,0.0003325290877,26-35
Canada,47.0,Male,Premium,2023-09-22,2023,9,6.0,2763.684165,Electronics,Samsung,Smartphone,Cash,Sep,460.6140275,0.002763684165,36-50
UK,22.0,Female,Regular,2024-02-25,2024,2,7.0,1144.289945,Grocery,Coca-Cola,Juice,Credit Card,Feb,163.46999214285714,0.001144289945,18-25
USA,49.0,Male,Regular,2023-05-31,2023,5,2.0,176.5657061,Electronics,Sony,Headphones,Credit Card,May,88.28285305,0.0001765657061,36-50
Germany,20.0,Male,Regular,2023-09-13,2023,9,4.0,311.2978647,Electronics,Samsung,Television,Debit Card,Sep,77.824466175,0.0003112978647,18-25
Canada,21.0,Male,New,2023-12-13,2023,12,8.0,1859.971394,Home Decor,Bed Bath & Beyond,Kitchen,Credit Card,Dec,232.49642425,0.001859971394,18-25
USA,59.0,Female,Premium,2023-07-17,2023,7,1.0,491.8750942,Clothing,Nike,Shorts,Credit Card,Jul,491.8750942,0.0004918750942,50+
UK,46.0,Male,New,2024-02-21,2024,2,3.0,305.156051,Electronics,Unknown,Smartphone,Cash,Feb,101.71868366666666,0.000305156051,36-50
USA,26.0,Male,Premium,2023-09-22,2023,9,7.0,2247.789501,Clothing,Adidas,T-shirt,Debit Card,Sep,321.1127858571429,0.002247789501,26-35
Canada,51.0,Female,Regular,2023-04-26,2023,4,2.0,596.1641534,Grocery,Nestle,Snacks,Debit Card,Apr,298.0820767,0.0005961641534,50+
Canada,33.0,Female,New,2023-05-13,2023,5,7.0,3423.121978,Grocery,Nestle,Snacks,Credit Card,May,489.01742542857147,0.0034231219780000003,26-35
UK,46.0,Male,New,2023-03-14,2023,3,2.0,727.0157026,Books,Random House,Fiction,Credit Card,Mar,363.5078513,0.0007270157026,36-50
USA,46.0,Female,Regular,2023-10-23,2023,10,6.0,478.0383809,Grocery,Pepsi,Soft Drink,Credit Card,Oct,79.67306348333334,0.0004780383809,36-50
Australia,27.0,Male,Regular,2023-10-14,2023,10,7.0,3074.104937,Home Decor,IKEA,Lighting,PayPal,Oct,439.1578481428572,0.003074104937,26-35
Canada,46.0,Male,Regular,2023-04-13,2023,4,8.0,3274.915813,Books,HarperCollins,Thriller,Cash,Apr,409.364476625,0.003274915813,36-50
